id_protein,protein_name,protein_multidata_id
225,RARRES2_HUMAN,225
226,QRFP_HUMAN,226
227,ALOX5AP_HUMAN,227
228,APLN_HUMAN,228
229,LHB_HUMAN,229
230,TSHB_HUMAN,230
231,FSHB_HUMAN,231
232,ANXA1_HUMAN,232
233,HEBP1_HUMAN,233
234,CAMP_HUMAN,234
235,SAA1_HUMAN,235
236,APP_HUMAN,236
237,YARS_HUMAN,237
238,RPS19_HUMAN,238
239,C5_HUMAN,239
240,DEFB4A_HUMAN,240
241,DEFB4B_HUMAN,241
242,CCL4_HUMAN,242
243,CCL3_HUMAN,243
244,ANGPT4_HUMAN,244
245,ANGPT1_HUMAN,245
246,EDN2_HUMAN,246
247,EDN1_HUMAN,247
248,EDN3_HUMAN,248
249,GALP_HUMAN,249
250,GAL_HUMAN,250
251,GAST_HUMAN,251
252,CCK_HUMAN,252
253,GCG_HUMAN,253
254,GHRL_HUMAN,254
255,GIP_HUMAN,255
256,GNRH2_HUMAN,256
257,GNRH1_HUMAN,257
258,HCRT_HUMAN,258
259,IGF2_HUMAN,259
260,IGF1_HUMAN,260
261,INS_HUMAN,261
262,KISS1_HUMAN,262
263,KNG1_HUMAN,263
264,MLN_HUMAN,264
265,MST1_HUMAN,265
266,NDP_HUMAN,266
267,NMB_HUMAN,267
268,GRP_HUMAN,268
269,NMU_HUMAN,269
270,NMS_HUMAN,270
271,NPPC_HUMAN,271
272,NPS_HUMAN,272
273,NPW_HUMAN,273
274,NPB_HUMAN,274
275,NTF3_HUMAN,275
276,NGF_HUMAN,276
277,NTF4_HUMAN,277
278,BDNF_HUMAN,278
279,NTS_HUMAN,279
280,COPA_HUMAN,280
281,OSTN_HUMAN,281
282,OXT_HUMAN,282
283,AVP_HUMAN,283
284,PMCH_HUMAN,284
285,PNOC_HUMAN,285
286,ARF1_HUMAN,286
287,NPPB_HUMAN,287
288,NPPA_HUMAN,288
289,CSH2_HUMAN,289
290,CSHL1_HUMAN,290
291,PROK2_HUMAN,291
292,PROK1_HUMAN,292
293,PROS1_HUMAN,293
294,GAS6_HUMAN,294
295,PSAP_HUMAN,295
296,PTH2_HUMAN,296
297,PTHLH_HUMAN,297
298,PRLH_HUMAN,298
299,NPY_HUMAN,299
300,PYY_HUMAN,300
301,PPY_HUMAN,301
302,NPVF_HUMAN,302
303,NPFF_HUMAN,303
304,AGT_HUMAN,304
305,TAC3_HUMAN,305
306,TAC4_HUMAN,306
307,TAC1_HUMAN,307
308,BTLA_HUMAN,308
309,TNFSF15_HUMAN,309
310,TRH_HUMAN,310
311,NRG1_HUMAN,311
312,NRG2_HUMAN,312
313,NRG4_HUMAN,313
314,NRG3_HUMAN,314
315,BTC_HUMAN,315
316,HBEGF_HUMAN,316
317,EREG_HUMAN,317
318,EPGN_HUMAN,318
319,TGFA_HUMAN,319
320,AREG_HUMAN,320
321,CRH_HUMAN,321
322,UCN2_HUMAN,322
323,UCN_HUMAN,323
324,UCN3_HUMAN,324
325,PENK_HUMAN,325
326,PDYN_HUMAN,326
327,POMC_HUMAN,327
328,ASIP_HUMAN,328
329,AGRP_HUMAN,329
330,UTS2B_HUMAN,330
331,UTS2_HUMAN,331
332,VEGFC_HUMAN,332
333,SCT_HUMAN,333
334,VIP_HUMAN,334
335,ADCYAP1_HUMAN,335
336,GHRH_HUMAN,336
337,WNT4_HUMAN,337
338,WNT5A_HUMAN,338
339,WNT3A_HUMAN,339
340,A2M_HUMAN,340
341,AANAT_HUMAN,341
342,ADAM12_HUMAN,342
343,ADAM15_HUMAN,343
344,ADAM17_HUMAN,344
345,ADAM23_HUMAN,345
346,ADAM2_HUMAN,346
347,ADAM9_HUMAN,347
348,ADIPOQ_HUMAN,348
349,ANGPT2_HUMAN,349
350,ANGPTL1_HUMAN,350
351,APOB_HUMAN,351
352,APOE_HUMAN,352
353,ARTN_HUMAN,353
354,BMP10_HUMAN,354
355,BMP15_HUMAN,355
356,BMP3_HUMAN,356
357,BMP4_HUMAN,357
358,BMP5_HUMAN,358
359,BMP6_HUMAN,359
360,BMP8B_HUMAN,360
361,CALR_HUMAN,361
362,CD24_HUMAN,362
363,CFH_HUMAN,363
364,CLEC11A_HUMAN,364
365,COL18A1_HUMAN,365
366,COL2A1_HUMAN,366
367,COL4A1_HUMAN,367
368,COL5A3_HUMAN,368
369,CTGF_HUMAN,369
370,CYR61_HUMAN,370
371,DHH_HUMAN,371
372,DKK1_HUMAN,372
373,DKK2_HUMAN,373
374,DLK1_HUMAN,374
375,DLL1_HUMAN,375
376,DLL3_HUMAN,376
377,DLL4_HUMAN,377
378,DUSP18_HUMAN,378
379,EFNA1_HUMAN,379
380,EFNA2_HUMAN,380
381,EFNA3_HUMAN,381
382,EFNA4_HUMAN,382
383,EFNA5_HUMAN,383
384,EFNB1_HUMAN,384
385,EFNB2_HUMAN,385
386,EFNB3_HUMAN,386
387,F2_HUMAN,387
388,F7_HUMAN,388
389,F8_HUMAN,389
390,F9_HUMAN,390
391,FGA_HUMAN,391
392,FGF10_HUMAN,392
393,FGF11_HUMAN,393
394,FGF12_HUMAN,394
395,FGF13_HUMAN,395
396,FGF14_HUMAN,396
397,FGF16_HUMAN,397
398,FGF17_HUMAN,398
399,FGF18_HUMAN,399
400,FGF19_HUMAN,400
401,FGF1_HUMAN,401
402,FGF22_HUMAN,402
403,FGF23_HUMAN,403
404,FGF2_HUMAN,404
405,FGF3_HUMAN,405
406,FGF4_HUMAN,406
407,FGF5_HUMAN,407
408,FGF6_HUMAN,408
409,FGF7_HUMAN,409
410,FGF8_HUMAN,410
411,FGF9_HUMAN,411
412,GAD1_HUMAN,412
413,GDF11_HUMAN,413
414,GDF2_HUMAN,414
415,GDF6_HUMAN,415
416,GDF7_HUMAN,416
417,GDF9_HUMAN,417
418,GDNF_HUMAN,418
419,GPHA2_HUMAN,419
420,GPI_HUMAN,420
421,GSTP1_HUMAN,421
422,GUCA2A_HUMAN,422
423,GUCA2B_HUMAN,423
424,GZMB_HUMAN,424
425,HAS2_HUMAN,425
426,HDC_HUMAN,426
427,HLA-B_HUMAN,427
428,HLA-C_HUMAN,428
429,HLA-E_HUMAN,429
430,HLA-G_HUMAN,430
431,HSP90B1_HUMAN,431
432,ICAM4_HUMAN,432
433,ICAM5_HUMAN,433
434,IFNA10_HUMAN,434
435,IFNA13_HUMAN,435
436,IFNA14_HUMAN,436
437,IFNA16_HUMAN,437
438,IFNA17_HUMAN,438
439,IFNA21_HUMAN,439
440,IFNA2_HUMAN,440
441,IFNA4_HUMAN,441
442,IFNA5_HUMAN,442
443,IFNA6_HUMAN,443
444,IFNA7_HUMAN,444
445,IFNA8_HUMAN,445
446,IHH_HUMAN,446
447,IL12B_HUMAN,447
448,IL16_HUMAN,448
449,IL1RN_HUMAN,449
450,IL31_HUMAN,450
451,INHA_HUMAN,451
452,JAG1_HUMAN,452
453,JAG2_HUMAN,453
454,LAMA1_HUMAN,454
455,LAMA2_HUMAN,455
456,LAMB1_HUMAN,456
457,LAMB2_HUMAN,457
458,LAMC2_HUMAN,458
459,LEFTY2_HUMAN,459
460,LIPH_HUMAN,460
461,LRPAP1_HUMAN,461
462,LTF_HUMAN,462
463,MDK_HUMAN,463
464,MMP13_HUMAN,464
465,MMP9_HUMAN,465
466,NAMPT_HUMAN,466
467,NID1_HUMAN,467
468,NLGN1_HUMAN,468
469,NLGN2_HUMAN,469
470,NLGN3_HUMAN,470
471,NODAL_HUMAN,471
472,NOV_HUMAN,472
473,NPNT_HUMAN,473
474,NRTN_HUMAN,474
475,NTN1_HUMAN,475
476,NTN3_HUMAN,476
477,NTN4_HUMAN,477
478,NTNG1_HUMAN,478
479,NUCB2_HUMAN,479
480,NXPH1_HUMAN,480
481,NXPH3_HUMAN,481
482,OMG_HUMAN,482
483,PDGFD_HUMAN,483
484,PF4_HUMAN,484
485,PGF_HUMAN,485
486,PLAT_HUMAN,486
487,PLAU_HUMAN,487
488,PLG_HUMAN,488
489,PODXL2_HUMAN,489
490,PRND_HUMAN,490
491,PROC_HUMAN,491
492,PSEN1_HUMAN,492
493,PSPN_HUMAN,493
494,PTDSS1_HUMAN,494
495,PTGS2_HUMAN,495
496,PTH_HUMAN,496
497,PTN_HUMAN,497
498,REN_HUMAN,498
499,RGMA_HUMAN,499
500,RTN4_HUMAN,500
501,SEMA3A_HUMAN,501
502,SEMA3B_HUMAN,502
503,SEMA3C_HUMAN,503
504,SEMA3E_HUMAN,504
505,SEMA3F_HUMAN,505
506,SEMA4D_HUMAN,506
507,SEMA5A_HUMAN,507
508,SEMA6D_HUMAN,508
509,SEMA7A_HUMAN,509
510,SERPINA1_HUMAN,510
511,SERPINC1_HUMAN,511
512,SERPINE1_HUMAN,512
513,SERPINE2_HUMAN,513
514,SERPING1_HUMAN,514
515,SHH_HUMAN,515
516,SLIT1_HUMAN,516
517,SLIT2_HUMAN,517
518,SOST_HUMAN,518
519,TDGF1_HUMAN,519
520,TFPI_HUMAN,520
521,TF_HUMAN,521
522,THBS1_HUMAN,522
523,THBS2_HUMAN,523
524,TPH1_HUMAN,524
525,ULBP2_HUMAN,525
526,WNT11_HUMAN,526
527,WNT1_HUMAN,527
528,WNT3_HUMAN,528
529,WNT7A_HUMAN,529
530,WNT7B_HUMAN,530
531,ZP3_HUMAN,531
532,ITGB7_HUMAN,532
533,CD2_HUMAN,533
534,CNTNAP1_HUMAN,534
535,GLG1_HUMAN,535
536,CD6_HUMAN,536
537,IL34_HUMAN,537
538,WNT2_HUMAN,538
539,HMGB1_HUMAN,539
540,GPNMB_HUMAN,540
541,FLRT3_HUMAN,541
542,KLK3_HUMAN,542
543,CRLF2_HUMAN,543
544,CRLF1_HUMAN,544
545,FAM3C_HUMAN,545
546,HDGF_HUMAN,546
547,VGF_HUMAN,547
548,AIMP1_HUMAN,548
549,HMGB2_HUMAN,549
550,INSL6_HUMAN,550
551,WISP2_HUMAN,551
552,GDF15_HUMAN,552
553,GMFB_HUMAN,553
554,FBRS_HUMAN,554
555,NENF_HUMAN,555
556,MANF_HUMAN,556
557,TIMP1_HUMAN,557
558,KL_HUMAN,558
559,WNT10B_HUMAN,559
560,WNT9B_HUMAN,560
561,WNT10A_HUMAN,561
562,WNT8B_HUMAN,562
563,WNT9A_HUMAN,563
564,MIF_HUMAN,564
565,LGALS3_HUMAN,565
566,WNT8A_HUMAN,566
567,GRN_HUMAN,567
568,IL33_HUMAN,568
569,APOA1_HUMAN,569
570,IL27_HUMAN,570
571,TTR_HUMAN,571
572,TG_HUMAN,572
573,TFF1_HUMAN,573
574,FBN1_HUMAN,574
575,PGLYRP1_HUMAN,575
576,GREM1_HUMAN,576
577,CXCL14_HUMAN,577
578,MSTN_HUMAN,578
579,CHGB_HUMAN,579
580,TNFRSF11B_HUMAN,580
581,BMP1_HUMAN,581
582,EBI3_HUMAN,582
583,SCGB3A1_HUMAN,583
584,HAMP_HUMAN,584
585,FLRT2_HUMAN,585
586,LEFTY1_HUMAN,586
587,WISP3_HUMAN,587
588,MAPT_HUMAN,588
589,GDF1_HUMAN,589
590,THBS4_HUMAN,590
591,SFRP2_HUMAN,591
592,FAM3D_HUMAN,592
593,SCG2_HUMAN,593
594,ANGPTL3_HUMAN,594
595,CMTM8_HUMAN,595
596,IL1F10_HUMAN,596
597,RABEP1_HUMAN,597
598,OSGIN1_HUMAN,598
599,SECTM1_HUMAN,599
600,EFEMP1_HUMAN,600
601,TXLNA_HUMAN,601
602,RABEP2_HUMAN,602
603,CMTM2_HUMAN,603
604,FGF20_HUMAN,604
605,FGF21_HUMAN,605
606,CD320_HUMAN,606
607,CMTM4_HUMAN,607
608,BMP8A_HUMAN,608
609,CMTM6_HUMAN,609
610,GDF3_HUMAN,610
611,IL36B_HUMAN,611
612,IL36G_HUMAN,612
613,IL36A_HUMAN,613
614,CARTPT_HUMAN,614
615,ROBO1_HUMAN,615
616,RET_HUMAN,616
617,PTPRF_HUMAN,617
618,DSC3_HUMAN,618
619,FAT3_HUMAN,619
620,DSG1_HUMAN,620
621,DSC1_HUMAN,621
622,PCDH7_HUMAN,622
623,DSG2_HUMAN,623
624,SDK1_HUMAN,624
625,ROBO2_HUMAN,625
626,PCDH1_HUMAN,626
627,CEACAM1_HUMAN,627
628,PKD1_HUMAN,628
629,TRO_HUMAN,629
630,PLXNB2_HUMAN,630
631,PTPRT_HUMAN,631
632,PIK3CB_HUMAN,632
633,CLSTN1_HUMAN,633
634,FAT1_HUMAN,634
635,CD200_HUMAN,635
636,DSCAM_HUMAN,636
637,SDK2_HUMAN,637
638,FAT4_HUMAN,638
639,DSG4_HUMAN,639
640,CELSR1_HUMAN,640
641,CDHR1_HUMAN,641
642,PCDH9_HUMAN,642
643,DSC2_HUMAN,643
644,PCDH10_HUMAN,644
645,PLXNB3_HUMAN,645
646,CD226_HUMAN,646
647,CDH13_HUMAN,647
648,CDH11_HUMAN,648
649,FAT2_HUMAN,649
650,PCDHGC3_HUMAN,650
651,PCDHB3_HUMAN,651
652,PCDH15_HUMAN,652
653,PCDHB8_HUMAN,653
654,NPTN_HUMAN,654
655,CADM2_HUMAN,655
656,CADM4_HUMAN,656
657,AMIGO1_HUMAN,657
658,PCDH20_HUMAN,658
659,DCHS1_HUMAN,659
660,CELSR2_HUMAN,660
661,CELSR3_HUMAN,661
662,PCDHGA11_HUMAN,662
663,TENM3_HUMAN,663
664,PCDHB15_HUMAN,664
665,CDH23_HUMAN,665
666,PCDHGA7_HUMAN,666
667,PCDHA13_HUMAN,667
668,CDHR5_HUMAN,668
669,TIGIT_HUMAN,669
670,AMIGO2_HUMAN,670
671,CRTAM_HUMAN,671
672,CDHR2_HUMAN,672
673,PCDHGB1_HUMAN,673
674,CDH6_HUMAN,674
675,CDH9_HUMAN,675
676,CDH12_HUMAN,676
677,CDH18_HUMAN,677
678,PCDHB16_HUMAN,678
679,PCDHA7_HUMAN,679
680,PCDHA6_HUMAN,680
681,PCDHA4_HUMAN,681
682,PCDHA12_HUMAN,682
683,HLA-DRA_HUMAN,683
684,HLA-F_HUMAN,684
685,ICOSLG_HUMAN,685
686,NRXN1_HUMAN,686
687,SPN_HUMAN,687
688,CXCR2_HUMAN,688
689,CXCR1_HUMAN,689
690,CXCR3_HUMAN,690
691,CXCR4_HUMAN,691
692,CXCR5_HUMAN,692
693,CXCR6_HUMAN,693
694,XCR1_HUMAN,694
695,CX3CR1_HUMAN,695
696,CCR6_HUMAN,696
697,CCR9_HUMAN,697
698,CCR4_HUMAN,698
699,CCR7_HUMAN,699
700,CCR2_HUMAN,700
701,CCR5_HUMAN,701
702,CCR3_HUMAN,702
703,CCR1_HUMAN,703
704,CCR10_HUMAN,704
705,IL6ST_HUMAN,705
706,IL6R_HUMAN,706
707,IL11RA_HUMAN,707
708,LIFR_HUMAN,708
709,OSMR_HUMAN,709
710,CNTFR_HUMAN,710
711,CSF3R_HUMAN,711
712,LEPR_HUMAN,712
713,IL13RA1_HUMAN,713
714,IL4R_HUMAN,714
715,IL12RB2_HUMAN,715
716,IL12RB1_HUMAN,716
717,IL23R_HUMAN,717
718,CSF2RB_HUMAN,718
719,CSF2RA_HUMAN,719
720,IL3RA_HUMAN,720
721,IL5RA_HUMAN,721
722,IL2RG_HUMAN,722
723,IL2RB_HUMAN,723
724,IL2RA_HUMAN,724
725,IL7R_HUMAN,725
726,IL9R_HUMAN,726
727,IL15RA_HUMAN,727
728,IL21R_HUMAN,728
729,EPOR_HUMAN,729
730,GHR_HUMAN,730
731,PRLR_HUMAN,731
732,MPL_HUMAN,732
733,PDGFRA_HUMAN,733
734,PDGFRB_HUMAN,734
735,FLT1_HUMAN,735
736,KDR_HUMAN,736
737,FLT4_HUMAN,737
738,MET_HUMAN,738
739,EGFR_HUMAN,739
740,CSF1R_HUMAN,740
741,KIT_HUMAN,741
742,FLT3_HUMAN,742
743,IFNAR2_HUMAN,743
744,IFNAR1_HUMAN,744
745,IFNGR2_HUMAN,745
746,IFNGR1_HUMAN,746
747,IL10RB_HUMAN,747
748,IL10RA_HUMAN,748
749,IL20RA_HUMAN,749
750,IL22RA1_HUMAN,750
751,IL22RA2_HUMAN,751
752,IFNLR1_HUMAN,752
753,TNFRSF10A_HUMAN,753
754,TNFRSF10B_HUMAN,754
755,TNFRSF10C_HUMAN,755
756,TNFRSF10D_HUMAN,756
757,TNFRSF11A_HUMAN,757
758,TNFRSF12A_HUMAN,758
759,TNFRSF1B_HUMAN,759
760,TNFRSF1A_HUMAN,760
761,LTBR_HUMAN,761
762,TNFRSF14_HUMAN,762
763,TNFRSF6B_HUMAN,763
764,FAS_HUMAN,764
765,CD27_HUMAN,765
766,TNFRSF8_HUMAN,766
767,TNFRSF9_HUMAN,767
768,TNFRSF4_HUMAN,768
769,TNFRSF18_HUMAN,769
770,TNFRSF17_HUMAN,770
771,TNFRSF13B_HUMAN,771
772,TNFRSF13C_HUMAN,772
773,EDAR_HUMAN,773
774,EDA2R_HUMAN,774
775,TGFBR1_HUMAN,775
776,TGFBR2_HUMAN,776
777,ACVR1_HUMAN,777
778,ACVR2A_HUMAN,778
779,ACVR1B_HUMAN,779
780,ACVR2B_HUMAN,780
781,AMHR2_HUMAN,781
782,BMPR2_HUMAN,782
783,BMPR1B_HUMAN,783
784,BMPR1A_HUMAN,784
785,IL1RAP_HUMAN,785
786,IL1R1_HUMAN,786
787,IL1R2_HUMAN,787
788,IL18RAP_HUMAN,788
789,IL18R1_HUMAN,789
790,ACKR3_HUMAN,790
791,CCR8_HUMAN,791
792,IL17RB_HUMAN,792
793,IL17RA_HUMAN,793
794,IL17RC_HUMAN,794
795,IL17RE_HUMAN,795
796,CTLA4_HUMAN,796
797,CD4_HUMAN,797
798,CD8A_HUMAN,798
799,PDCD1_HUMAN,799
800,NLGN4Y_HUMAN,800
801,NRCAM_HUMAN,801
802,CD22_HUMAN,802
803,CNTNAP2_HUMAN,803
804,NTNG2_HUMAN,804
805,F2R_HUMAN,805
806,FSHR_HUMAN,806
807,LHCGR_HUMAN,807
808,TSHR_HUMAN,808
809,ITGA1_HUMAN,809
810,ITGA2_HUMAN,810
811,ITGA3_HUMAN,811
812,ITGA5_HUMAN,812
813,ITGA6_HUMAN,813
814,ITGA7_HUMAN,814
815,ITGA8_HUMAN,815
816,ITGA10_HUMAN,816
817,ITGA11_HUMAN,817
818,ITGAV_HUMAN,818
819,ITGB3_HUMAN,819
820,ITGA2B_HUMAN,820
821,ITGB5_HUMAN,821
822,ITGB6_HUMAN,822
823,ITGB8_HUMAN,823
824,ITGB4_HUMAN,824
825,CD44_HUMAN,825
826,SDC1_HUMAN,826
827,SV2C_HUMAN,827
828,CD36_HUMAN,828
829,GP9_HUMAN,829
830,GP1BB_HUMAN,830
831,GP1BA_HUMAN,831
832,GP5_HUMAN,832
833,GP6_HUMAN,833
834,DAG1_HUMAN,834
835,CD47_HUMAN,835
836,C3AR1_HUMAN,836
837,CALCR_HUMAN,837
838,MRGPRX2_HUMAN,838
839,GPR182_HUMAN,839
840,SSTR1_HUMAN,840
841,SSTR4_HUMAN,841
842,SSTR5_HUMAN,842
843,SSTR3_HUMAN,843
844,SSTR2_HUMAN,844
845,LGR4_HUMAN,845
846,LGR6_HUMAN,846
847,LGR5_HUMAN,847
848,CNGA2_HUMAN,848
849,PDE1C_HUMAN,849
850,PDE1B_HUMAN,850
851,KCNH1_HUMAN,851
852,MYLK_HUMAN,852
853,MYLK2_HUMAN,853
854,PDE1A_HUMAN,854
855,RXFP2_HUMAN,855
856,RXFP1_HUMAN,856
857,RXFP3_HUMAN,857
858,RXFP4_HUMAN,858
859,CMKLR1_HUMAN,859
860,GPR1_HUMAN,860
861,QRFPR_HUMAN,861
862,ALOX5_HUMAN,862
863,APLNR_HUMAN,863
864,FPR1_HUMAN,864
865,FPR3_HUMAN,865
866,FPR2_HUMAN,866
867,C5AR1_HUMAN,867
868,C5AR2_HUMAN,868
869,CCRL2_HUMAN,869
870,ACKR4_HUMAN,870
871,GPR75_HUMAN,871
872,HRH4_HUMAN,872
873,TEK_HUMAN,873
874,EDNRA_HUMAN,874
875,EDNRB_HUMAN,875
876,GALR1_HUMAN,876
877,GALR3_HUMAN,877
878,GALR2_HUMAN,878
879,CCKAR_HUMAN,879
880,CCKBR_HUMAN,880
881,GCGR_HUMAN,881
882,GLP2R_HUMAN,882
883,GLP1R_HUMAN,883
884,GHSR_HUMAN,884
885,GIPR_HUMAN,885
886,GNRHR_HUMAN,886
887,HCRTR1_HUMAN,887
888,HCRTR2_HUMAN,888
889,IGF1R_HUMAN,889
890,TRPV2_HUMAN,890
891,INSR_HUMAN,891
892,KISS1R_HUMAN,892
893,BDKRB1_HUMAN,893
894,BDKRB2_HUMAN,894
895,MLNR_HUMAN,895
896,MST1R_HUMAN,896
897,FZD4_HUMAN,897
898,GRPR_HUMAN,898
899,NMBR_HUMAN,899
900,NMUR1_HUMAN,900
901,NMUR2_HUMAN,901
902,NPR2_HUMAN,902
